review,sentiment
"I don't think a movie like this would be released today. It takes it's time to present the depth of the characters and the plot isn't full of twists and turns to keep you on the edge of your seat.<br /><br />But, what this film does have: an interesting study in how families' deal with grief. How when the language for healing and over-coming tremendous loss leaves us mute, and we rely on raw emotions instead. Grief without reason and patience is anger, even hate. And unfortunately, the lead character (a young boy who accidently shoots and kills his brother while hunting) in the film is given more than his fair share of it. He eventually leaves and moves in with his grandfather (Wilford Brimley) who makes it clear to him that it WAS an accident. I got the impression that this young man knew that in his heart, but needed to hear those words from his parents, and to receive their forgiveness.<br /><br />What I loved about this film: the lack of dialog. There was a tremendous emphasis on physical reaction, facial expressions. And the slower pace of the film allows you to really watch the reactions of the actors. Something we don't get to do alot of with today's films.<br /><br />",positive
"This is not an entirely bad movie. The plot (new house built next door seems to be haunted) is not bad, the mood is creepy enough, and the acting is okay. The big problem I had is that, being familiar with Lara Flynn Boyle (from Twin Peaks and other shows), I couldn't get over how different she looks with her apparently new, big lips. I kept staring at them. They look so out of place on her face! They make her look completely different (and not better).<br /><br />Mark-Paul Gosselaar, the actor who plays Kim the architect who designs and pours his heart and soul into the house, does a fine job. And Lara (as Col) is also quite good (but those lips!) as the owner of the house next door. Her husband, Walker (Colin Ferguson) is appropriately wooden. The various characters who live in the house were also fine. I particularly liked Pie (Charlotte Sullivan) and her husband, Buddy (Stephen Amell), the first people to move into the house. The attempt to involve us in the overall neighborhood vibe fails, unfortunately, as the other neighbors are not particularly likable.<br /><br />For some reason the director was unable to make the ""haunted"" house particularly ominous. Other movies (such as Amityville Horror, The Legend of Hell House) manage to achieve that spooky feel, but it just doesn't happen here. The closest is when Col paints a depiction of the house.<br /><br />Another thing that didn't work for me is the plot twist that occurs with Kim, the architect. Initially, he appears to be a victim of the house like the others (it has sucked him dry of inspiration), but later he seems to have joined forces with it in evil.<br /><br />Overall, not a bad movie for horror fans if you can take your eyes off those big lips!",negative
"Saying this movie is extremely hard to follow and just as frustrating to sit through is putting it very mildly. Also saying that the current available print is dark, dreary, scratchy, abysmally edited, painfully dubbed, seemingly censored and in almost unwatchable shape is also correct. This film is in dire need of a good remastering from the full, uncut, original negative and seeing how it's reasonably atmospheric (and won the director an award at the Catalonia Film Festival), it might actually be worth the trouble. Then again, maybe not... It's just impossible to tell in its current condition what kind of movie it actually is. It starts fairly interesting, if you can discount the completely senseless pre-credits opening sequence, which involves a deranged cat-killing, snake-loving little girl named Gerda. The girls mom, Carla (Mónica Randall, who should have laid off the eyeliner a little bit), splashes some gasoline around in the garage and torches the brat. Seemingly about as crazy as young Gerda, she goes to visit her estranged photographer (ex?) boyfriend Mario (""John""/Cihangir Caffari). He's on vacation from work, but so desperate to get away from Carla that he begs his employers to set him up on an assignment... any assignment. She scowls ""You'll be sorry!"" as he heads out the door. Well, Mario is assigned to photograph ""Witches Mountain"" (somewhere in the Pyrenees, I believe). Before he gets to his destination, he gets sight of a hottie on the beach named Delia (Patty Shepard) and snaps a few pictures of her taking off her bikini top. Only slightly peeved, she claims to be a single writer, the two flirt and then decide it would be a swell idea if they went on the trip up the mountain together. When they stop by her place so she can pack her bags, Mario suddenly hears loud, sinister music. Delia claims he's just hearing things.<br /><br />So the two begin their trip up the mountain, taking a stop at a local inn to spend the night. There they encounter a weird, partially-deaf, crazy-eyed innkeeper (Victor Israel) and Delia claims someone was spying on here through her window. The next day, under some trance, she wanders off up the mountain and is eventually located by Mario, who hops out of his jeep and runs after her. While he's finding out what's up, someone steals their wheels and they're forced to walk a piece, eventually finding the jeep undamaged at the foot of a small, ancient, seeming abandoned village... almost like someone was trying to intentionally lure them there. Well as we will see, that's exactly what has happened. In the village they encounter a friendly old woman named Zanta (Ana Farra) who claims she's the only person still living there and lets them stay in her home. Mario takes some pictures of the ""abandoned"" city and when he develops them they are eerily full of people. Slightly creeped out, he and Delia begin to leave and get stuck in ""treacherous"" fog and have to pull over and camp out for the night. The rest of the movie has to do with voodoo dolls, black cats transforming into sexy women, Satanic rituals performed by ladies in their bras and a deadly fall off a cliff. And yeah, coincidentally Carla the estranged wife turns out to be one of the witches, too. It all takes place in semi-darkness and to be quite honest, I didn't know what the hell was going on most of the time. The inconclusive ""open"" ending is just an additional slap in the face to anyone having to suffer through the rest of this senseless mess.<br /><br />Honestly, there are just a few things that stand out to me as being really good. The first is actress Shepard, who has that great Barbara Steele kind of dark, mysterious beauty. There's also an excellent music score (credited to Fernando Garcia Morcillo) and chanting songs, which aided immensely in making this film as atmospheric as it is. The location work is fairly decent, but as I said, the print is ugly as can be and it doesn't make a lick of sense, so proceed with caution on this one.",negative
"What the hell was all that about? I saw The Matrix and was amazed. It was the most spectacular movie ever made. What ever possesed the Wachowski brothers to do this film is beyond me.<br /><br />There is no plot, you can't argue with that. Basically all this film was was a load of talking, and don't get me wrong, I have no problem with talky films, but all the talking in The Matrix Reloaded was a pointless load of drivvle. Then there would be a fight sequence which lasted WAY too long, then more pointless drivvle, then another fight scene that lasts too long and it all builds up to the biggest anti-climax ever. A little bearded bloke talking a load of uncomprehensible bull for 20 minutes.<br /><br />Also, Keanu Reeves gives his worst performance yet. I knew he wasn't a good actor but this was beyond a joke. If you watch his films in the order he was in them it would seem he got gradually worse as they went along. God knows what his performance is like in Something's Gotta Give! Keanu Reeves: The only plank of wood ever to become an actor.<br /><br />After the splendor of the first film this came as a massive dissapointment. If you haven't already seen the first film I suggest you watch it, but don't waste your time with this utter pile of turd.<br /><br />",negative
"I cannot get past the message of this movie. It's laid out much too clearly to ignore, and it is obscene because it has lost its sense of what it's about. I haven't read the novel, but Pollack's film opens with a scene at a CIA-front organization in New York, which is broken into by two professional assassins, headed by Max von Sydow, who proceed to brutally slaughter the half dozen quirky staff members we've come to know and understand. The staff include an elderly female receptionist, a fussy elderly professorial guy who's toupee falls off when he is machine-gunned (is that a joke?), and, last, the beautiful Tina Chen who looks up from the copier, realizes she is about to be murdered, and says, pitifully brave, ""I won't scream."" Von Sydow replies sympathetically, ""I know."" These murders are completely unexpected, savage, unmotivated by anything that we are aware of, and graphic. It is a brutal scene. <br /><br />There is absolutely no way in which von Sydow and his henchman can be redeemed. And yet that is exactly what Pollack tries to do towards the end.<br /><br />After having killed these innocent good guys, von Sydow switches sides (because the other side is willing to pay him) and assassinates the evil mastermind behind a complicated intramural CIA plot. The script then turns him into a perfectly reasonable, sensitive human being. ""It is better to live in Europe. Things are not so rushed."" Or whatever. I swear I'm not making this up. Pollack wants us to believe that it is better to be an honest mass murderer than a crooked bureaucrat. That's the message. You should write it down in case you forget. Just exactly what kind of psychiatric shambles do you have to be in order to turn ordinary values, not to mention common sense, upside-down like that? I understand that there are thoughtful adults who dislike the government of the United States, even hate it, and who see conspiracies just about everywhere, providing a knee-jerk explanation for otherwise unexplainable events. I know that people who think this way exist because I number some of them among my closer friends. Nevertheless, at some point this dislike, this hatred, if it increases in intensity, must pass beyond politics or ethics and into the realm of the psychiatric. I don't for a moment believe that a man who murders people for money is better than a sinister government official. I don't care how suave and cultured the murderer is or whether he knows how to reach the Louvre on the Metro. Whoever is purveying that message needs either medication or meditation.<br /><br />I'd like to be able to argue that the production is as thoroughly rotten as its message, but I can't. It's quite well done. (In some ways that's worse, because it makes the film less dismissable.) Even New York City looks photogenic on the screen. And it's been a long time since I've thought of New York as photogenic. Robert Redford does an admirable job of projecting his character's initial shock and confusion, but then turns into a telecommunicational semi-genius. And, man, he looks just fine! His wardrobe is just right. Even his rimless glasses are becoming. And his peacoat. It's not everyone who can make a navy pea jacket look glamorous. He seems extremely handsome too, the swine. I want to look like that. I want to wear a denim shirt and a tie with such panache. Faye Dunaway is alright in her role but it's not too believable a role. Would anybody eagerly sleep with a guy who has just kidnapped her and is holding her at gunpoint? Even if he did look like Redford? Would anyone be emotionally wounded if, when this ambivalent relationship is about to end, Redford asked her not to tell anybody about what happened? Cliff Robertson is surprisingly good. He does one or two extremely good double-takes. The mailman is superb. The fight between him and Redford in a crowded apartment is exquisitely choreographed and, for once, we really don't know for sure how it will turn out, because Redford (a book reader after all) seems mismatched against the brute cunning of this hired assassin. This is one of John Housemann's final roles. A shame. He's a magnet on screen. And what an end to his life: a friend finds him lost, wandering the streets of New York, in a neighborhood he'd been familiar with for most of his life. <br /><br />Yes, the movie is very well executed, but I can't ignore that vicious, paranoid message. I have the same problem with Leni Riefenstahl's ""Triumph of the Will."" Or her Olympic documentary in which the announcer is watching a foot race in which Jesse Owens is pulling into the lead and says ominously, ""This Negro is dangerous.""",negative
"A family (mother-Patricia Clarkson, father-Jake Weber, son-Erik Per Sullivan) go out for a family get together in some remote house in the middle of winter. They accidentally hit a deer while driving there. This angers some of the locals--especially Otis (John Speredakos) and things slowly (VERY slowly) go wrong.<br /><br />I was expecting the worst when I started watching this. The bulk of the reviews for this, on this site, are extremely negative. Well...I disagree. First off it's NOT a horror film. The horror doesn't even begin until the closing 30 minutes. It plays more like a family drama with horror elements thrown in. On that level, it's pretty damn good.<br /><br />First--the bad stuff: The pace is WAY too slow; Jake Weber is a horrible actor; WAY too many false dream sequence scares; the wendigo barely figures into the film and the clear view we get of the wendigo at the end is laughable.<br /><br />The good stuff: Pretty good dramatic script; Clarkson is excellent as the mother; some great direction with eerie sound effects which are a little scary; a pretty explicit hot sex sequence between Clarkson and Weber (which actually is necessary for the integrity of the plot!); pretty good acting by Sullivan (only 10 at the time!) and Speredakos and a completely unexpected tragic ending.<br /><br />I think many people are annoyed with this film because it's being pushed as a horror film--which it isn't. So, if you can ignore that, I think you might like it. I'm giving it a 7.",positive
"I saw this picture in 1940 for $.11 and I would like to secure a DVD in 2006 The film was the greatest adventure of the time and,like all epics,is still an entertainment marvel (B&W and all)You get a sense of real bonded friendship in the chemistry between the actors and the performances of Sam Jaffe & Eduardo Cianelli are outstanding (This could not be done today I particularly liked the ending where the colonel recites the end of Kipling's poem over the body of Gunga Din and tells the ""Untouchable"" ""You're a better man than I am Gunga Din""They don't make movies of this character today.The only cast member that is still alive today is Joan Fontaine",positive
"This is one of the funniest movies I have ever seen. If you know the Real World and the people from those shows, this movie will be top notch, if you have never seen the real world you will still think it is an extremely funny movie but you won't get some of the inside jokes about the actors and the tv show.",positive
"I haven't read the book of this and based on this adaptation, will not bother. I hated every character in this show - Miranda was slutty, selfish and mumbled miserably through the appalling dialogue, her sister was a total wimp, and this was the worst depiction of manic-depression I have ever seen. I have a degree in Psychology, and this was not accurate. In fact, until it was mentioned, I did not realise Troy was supposed to be bipolar - I thought he was a normal, slightly grumpy teenager.<br /><br />The only saving grace in this stupid show was David Tennant, whose brilliantly psychotic performance was the only thing that got me to watch the second half. <br /><br />Clearly the writers and producers of this show have not done any research - Troy's mental problems are not remotely accurate, nor are the forensics involved in the ""twist"" ending (and if you did not spot that a mile off, you are a big ole dummy!) <br /><br />Utter garbage.",negative
I wasn't planning on watching wasted when I saw the MTV preview but since I had nothing better to do or watch on a Sunday night I watched it.<br /><br />Wasted was no Requiem for a Dream but it was a very good movie considering it was made by MTV. One thing that drew me to watching it was Summer Pheonix the sister of the late and wonderful River Pheonix stared. I suppose talent runs in the Pheonix family because she was good and so is Jaquien though niether are River. Nick Stahl also gives a great preformance as a junky jock. There isn't much else to say about wasted. It was a dark depressing and insightful look into the lives of three small town junkies. I recomend it to those who like the subject. 8/10,positive
"I'm sure this is a show no one is that familiar of and might not think good of it; after all it is almost close to Baywatch Hawaii. With the cast, the location, style of the directing and its publicity  shows women walking around on the beach and all that. No wonder people have misconception and decide not to watch it.<br /><br />It was wrong of them to do that. Cause after I decide to watch the show, there are actually more thing going on, real juicy story and conflict, turn out to be really exciting to watch and pretty much  addictive.<br /><br />The story of the hotel clerks, the manager, the owner and their complicated love life. Also enter the troublesome hotel's visitor and powerful man trying to steal the hotel. It actually more exciting than it sounds here.<br /><br />I won't deny that the acting suck but it ain't that bad that you'll look away. The story is not so consistence but good enough. The soundtrack is fitting pretty well with the scenario and the action is all the time. I took me couple of episode before there is actually anything happen solidly so be patience.<br /><br />Recommendation: I Really Do Enjoy Watching This. Zillion Times Better Than Expected.<br /><br />Rating: 7.5/10 (Grade: B)<br /><br />Please Rate My Review After Reading It, Thanks.",positive
"It was a Sunday night and I was waiting for the advertised movie on TV. They said it was a comedy! The movie started, 10 minutes passed, after that 30 minutes and I didn't laugh not even once. The fact is that the movie ended and I didn't get even on echance to laugh. PLEASE, someone tickle me, I lost 90 minutes for nothing.",negative
"I can say without a shadow of a doubt that Going Overboard is the single worst film i have ever seen, and yes, I have seen Cujo. Adam Sandler is an abomination as Schecky Moskowitz, a wannabe comedian working on a cruise liner. That's the plot.<br /><br /> That's it! Nothing else in the film makes sense, it's all over the place like a mad man's breakfast, and not in a wacky naked gun kind of way, but more of a frustrating, 'throw both shoes at the t.v' kind of way. even General Noriega makes an appearance, for no reason i can comprehend (it certainly wasn't for humour). Add to the mix Miss Australia, who has the worst Australian Accent i've ever heared, and you have something which i won't call the worst film ever made, because Going overboard doesn't even fit the basic definition of a film. I highly recomend seeing this film, as it will elevate the standing of every bad film you ever see. I guarantee the first thing you'll say after seeing a bad film will be ""at least it wasn't as bad as Going Overboard"".",negative
"Generally it was a good movie with an ideal ending; the acting was spectacular and the characters didn't stray from their persons. I especially liked the plot, although you knew what was going to happen it still gave the element of surprise through out the entire movie. However, I find that coming on to the ending it could have been a little longer (extended maybe)- to me it seemed like it was rushed a bit; as if the writer was trying to take linens off the lines before the rain fell. For instance- What happened to Tristan's brother, Hayden? For all we know he died in the hospital. Maybe he was the one that setup the entire thing?! Who knows! Maybe there will be a sequel? Maybe? If there is.. I cant wait to see it.",positive
"One question: Why? First off, the premise is not funny or engaging at all. They use taped interviews, and take the audio to animate ite with animals speaking the parts. First off, the interviews aren't funny or entertaining to begin with, and even if they were, I am sure they would be a lot more entertaining being viewed as they are originally, without being turned into cartoons. How does that add any hilarity to it? I turned on CBS's Monday night sitcom line-up, (which has become a regular way for me to relax after stressful Monday workdays) and found this on. Of course, the sitcom line-up would be reruns anyway, being summer, but seeing those episodes over again would have been more entertaining. I tried to give ""CC"" a chance. I really did. When it started, I figured, well, maybe it will be funny. Nope. And then it kept going. It was a long half hour.<br /><br />And I can almost see if there was a purpose, if the interviews were shown in their entirety, and had points to them. But no, it was just one-line clips, cut and pasted together really quick. It was like a horrible dreadful version of Cartoon Network's ""Robot Chicken."" I wasn't a fan of CBS' now-cancelled sitcom ""The Class."" WHile that was on, it was one half-hour of the line-up I would struggle through. But if it came down to me deciding a whole season of that or three more episodes of ""Creatures""....let's just say I'd take the ""Class."" Considering it's been a couple hours since it aired, and I come on here to see I am the first to comment...I guess that's a good sign that nobody watched it, and that it won't last much longer. Cartoon roadkill.",negative
"Lovingly crafted and terribly interesting to watch Garfield's gritty, breakthrough performance (introducing a new kind of rebellious acting style that would carry over to the Brandos and Clifts and so on after the war) but all that sisterly affection is a bit suffocating. Priscilla Lane is a bright, engaging performer but the other sisters don't really register (though they're all allowed to be tart and witty) and I just had a hard time buying any of the other male characters besides Garfield. Jeffrey Lynn is a pleasant enough actor, but he lacks the movie star weight to match up with Garfield's hard luck Mickey Borden and that throws the film a bit out of whack. (Imagine a Jimmy Stewart or someone in the part.) Also, I was not convinced that Garfield would make the pivotal (to say the least) final decision that he made. The film needed another half hour of running time to better explain that action; it feels awfully rushed and under-motivated.<br /><br />Still, it's not hard to understand how anybody who grew up with this picture would remember it fondly. It falls short of being a classic, but it does contain a few classic moments. The two gate swinging scenes are pure movie magic.",positive
"so yes it is quite nostalgic watching the 1st episode because this is the one episode i definitely remembered. i enjoy watching the first season and yes compared to the action packed shows we have now this show seems lame. but frankly i like the ""less violent"" part of the show and the story line has more substance than the new ones now. I thought it interesting that Belisario's Airwolf and JAG have similar theme - the lead actor (Hawke and Harm) both are looking for an MIA relative (brother, father). wonder if Robert Belisario's personal life mimics these 2 shows' theme.<br /><br />Question - does anyone have pictures of Hawke's cabin. I love that cabin (kinda like a dream cabin of mine) and that is one of the scenes i remember about Airwolf.",positive
"It's rare that I come across a film this awful, this annoying and this irritating. It is without doubt one of the worst films I've ever seen.<br /><br />The plot, when it's not a blur of confusing and pointlessly over flashy editing, is ludicrous. Why did Domino become such a bad-ass tough bitch? Because her gold fish died when she was a kid and this ""traumatic"" event left her emotionally stunted, and hating everyone. When the dialogue is not clichéd or banal, it's littered with laughable lines such as: ""There are three kinds of people in this world: the rich... the poor... and everyone else"". At one point the bounty hunters have some guy tied up in the back of their bus who has a combination number tattooed on his arm. Because of a confusing mobile phone call, instead of rolling his sleeve up and just reading the number, they blow off his arm with a shotgun. At another point, the bounty hunters take a bomb to a meeting arranged with the mafia and threaten to set the bomb off unless the mafia let them go!? Clearly not going to the meeting would have been just too easy.<br /><br />Keira Knightley is unconvincing and dreadfully miscast. Mickey Rourke does manage to salvage some credibility from this mess.<br /><br />I have enjoyed some of Tony Scott's previous films, True Romance being one, but all I could think while suffering this drivel was that it must have been made by a complete idiot.",negative
"This movie is... horrible and wonderful at the same time. I first saw it when I was about 13 or 14 years old, so it has a great deal of nostalgic value for me. In this movie, Cesar Romero actually plays the character of Octavio, the man who ""discovered"" Santana. There are also two other actors, Monte Markham (plays Sam, who is trying to save his daughter) and Peter Mark Richman (plays the priest), who have large filmographies, and these are the only performances that are okay. The rest of the acting and the movie itself have all of the B-film qualities that some of us cherish.<br /><br />I recently spent 2 years trying to acquire a copy of this movie, and it is almost nonexistent. I am assuming that it was discontinued very shortly after its release. But I did eventually find a copy and paid a pretty penny to acquire it. If you happen to come upon Judgement Day in a video store (unmistakeable with a cheesy green ""satan"" on the cover), count yourself among the blessed who live near one of the few video stores that still has a working copy. A must see for those of you who like to laugh at cheesy attempts at a scary movie.",negative
"If you decide to watch Wild Rebels, don't expect anything deep and meaningful. If you're looking for a film that explores the relationships and structure of a motorcycle gang, Wild Rebels is the wrong movie. If you're looking for an expose on the breakdown of the American educational system and the problem of juvenile delinquency, Wild Rebels is the wrong movie. If you're looking for a movie that examines how undermanned rural police departments are when facing a well-financed, well-organized gang, Wild Rebels is the wrong movie. But if you're looking for an absurd movie filled with scene after scene of unintentional humor, horrendous acting, a paper-thin plot, and community theater style production values, Wild Rebels is the right movie.<br /><br />Wild Rebels is the story of a down-on-his-luck stock-car driver named Rod Tillman (Steve Alaimo). After a fiery crash (which Rod walks away from completely unscathed despite having only a cotton pants and a London Fog style jacket for protection), Rod decides to give it up. With no plan for his future other than to wander aimless through the back-roads of the South, he stumbles on the Satan's Angels motorcycle gang (a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share). This group of hoodlums spends their time terrorizing a rural town in Florida by committing such atrocities as stealing a newspaper from a neighbor's mailbox. These bumbling idiots need someone to act as their driver during some larger crimes they have planned. Apparently, these three Einsteins can only drive vehicles with two tires, not four. So they recruit Rod to perform feats of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a gravel road during a low-speed chase. Eventually, they hold-up a bank, get into the aforementioned low-speed chase, and have the lamest gun battle with the police ever put on film. I could go on forever, but you get the idea.<br /><br />I hate the term ""so bad it's good"", but that seems to aptly describe Wild Rebels.",negative
"What a good movie! At last a picture revealing a unknown side of rock: illusions of fame. Well-known Rockers are getting old and forgotten, not the music. And with a good sense of humour. Have you ever danced on Bill Haley's Rock Around the Clock?<br /><br />Anyway, Still Crazy is probably the best movie about rock n'roll I have ever seen. Far much better than Spinal Tap for instance. Why? Because in Still Crazy, people are mature. They have a different point of view about rock, about love and about life. They want to catch up with their crazy youth they miss so much. Beyond the story itself, we see characters with their own personality, weaknesses and dreams. Like anyone of us.<br /><br />Spend a good time watching this (listen to the awesome soundtrack! )and finally thinking of your own future.<br /><br />Bye!",positive
"I honestly fail to understand why people love this show so much. A friend of mine watches this and since I like sci-fi, I tried to watch along since the plot of the show sounded promising, but in truth it really is a very boring show. The only thing that will keep you awake during this show are the video game-like CGI-effects and the complete overuse of muppets. Note that I call it muppets because they actually really look like muppets, not like the aliens they should be.<br /><br />Speaking of which; the muppets and make-up effects are horribly overused in this show. You have this guy who could be best described as a alien/dwarf-hybrid, you have a pale girl who looks like a cheesy vamp-girl, you've got a floating potty-mouth frog-alien... It just feels very unnecessary and furthermore even to the point that you feel distracted from the whole storyline about a lost astronaut.<br /><br />Every episode is also too much of a stand-alone. The creators of this show directed this in such a way that every episode almost feels like a whole other show. At least up until the point that you see the main-characters/muppets again, that is. The whole plot about the main-character getting back to earth is way to much pushed to the background at points. The acting is also quite bad.<br /><br />Conclusion: if you want good sci-fi, just look somewhere else. This isn't even real sci-fi to begin with in my opinion, since the show is more aimed at fantasy-elements with all the puppetry and weird dreams going on. And if you just want to see muppets then I suggest you watch the Muppet Show and feel glad that this abomination of a show has come to a end.<br /><br />By the way; doesn't anyone have dejavu's with the concept of a living spaceship? Ohyeah thats right; Doctor Who started that concept almost about 30 years ago! This show is like a collection of 'sci-fi' leftovers. Scripts and events that were abandoned for a good reason, only to be picked up by this horrible show.",negative
"I like end-of-days movies. I like B-movies. I was hoping I would like this movie.<br /><br />I could ignore the poor effects, the often atrocious music, the cringe-inducing lines. I could ignore the unexplained events, and the fact that the movie constantly relies on deus ex machina is excusable, given the subject matter. I could ignore the fact that the people who fight hunger and try to reach world peace are the bad guys. None of these things kill the movie. What kills this movie is that it's just plain and simple boring. Nothing actually happens; almost all scenes in the movie are designed to push the movie creators' morals on the viewers, at the cost of actually having a coherent story, or any kind of suspense.<br /><br />If you're looking for an entertaining B-movie, look elsewhere. This movie is just boring.",negative
"I only voted excellent because this film took two snapshots of Americana: one in 1970, and one for every year afterward. <br /><br />Nothing's really changed.<br /><br />Joe is actually a jerk, a big stupid slob who's mad at everybody else in the world for his own idiocy. This ain't really a spoiler, but the key to the film is the big, corporate ""never does wrong"" guy making friends with this semi-troglodyte Joe, and he gets some kind of...validation from his bigotry and stupidity and sense of being wronged. <br /><br />Yet, few would argue, that the dealer boyfriend did deserve to die. And those kids shouldn't have ripped Joe and Compton off. And Joe and Compton were actually getting into the hash and the young skin until they got ripped off. A simple film in many ways, except that in 1970 New York City was par to a battle zone thanks to Nixon's care, and all of the money going to the war in Vietnam. As I write this (2/25/2007) there is a ""very long wait"" on Netflix for this film - which makes me happy because I think there are people out there who want to learn. This was a pretty good snapshot - not exact, a bit caricaturist - but actually pretty close to how it was back then. And the scary thing is - things haven't changed that much. Sure, there's no more welfare, but that just means the wage-slavery has won out. <br /><br />Amazing how millionaires will complain about not making enough money, then complain that $5.15 an hour is too much to pay their people.",positive
"This piece of crap might have been acclaimed 60 years ago, but it is one of the most racist movies ever made with the Native American Indians played by white men. The right-wing Republican James Stewart was a huge racist in real life, just like his close friend John Wayne. In 1971 Stewart had actor Hal Williams fired from ""The Jimmy Stewart Show"" (a short-lived series that mercifully flopped) just because Williams was black. As if that were not bad enough, this film is very dated and boring. Watch ""Dances with Wolves"" instead for a less racist view.<br /><br />Stewart was in his forties when this awful movie was made, and even with his ridiculous wig he still looked like a paedophile chasing after 16-year-old Debra Paget. I'm surprised it was even allowed.<br /><br />0/10.",negative
"Uzak (2002), a Turkish film shown in the U.S. as ""Distant,""<br /><br />was directed, produced, written, and filmed by Nuri Bilge<br /><br />Ceylan.<br /><br />This movie is a gritty and somber version of the clash between a ""city mouse,"" Mahmut, played by Muzaffer Özdemir, and a ""country mouse,"" Yusuf, played by Emin Toprak. <br /><br />Both men are superb actors, and the plot allows them to demonstrate their acting skill. (Tragically, Emin Toprak died in an automobile accident shortly after the movie was completed.)<br /><br />In most country cousin/city cousin tales, the contrast between rural and urban life styles is portrayed in a humorous fashion. In this film, there's little humor or even warmth. Both men<br /><br />have lost touch with human society. Mahmut 's work as a<br /><br />commercial photographer for a tile company gives him no satisfaction. He has divorced a woman he clearly<br /><br />still loves, and has no satisfying human relationships.<br /><br />Mahmut has lost his job because of a factory closing in his small town, and doesn't have the skills or the energy to find work in the city. His human interactions are primarily confined to silent observations of the other people who cross his path. He's clearly a warm and caring person, but can't express these qualities in an urban environment.<br /><br />The cousins don't relate well to the world, and they don't relate well to each other. Neither makes an effort to act in a way that would provide an opportunity for bonding or closeness. <br /><br />In a sense, this film portrays an opportunity wasted. <br /><br />Conceivably, each cousin could have provided at least part of what was lacking in the other's life. Instead, they steer parallel unhappy courses. The two men are distant throughout, which is a situation suggested by the film's title.<br /><br />One of my friends mentioned the masterful way in which Ceylan builds detail upon detail. These details ultimately tell us more about the characters than we might have learned by simple exposition.<br /><br />Uzak was shown as part of the Rochester Labor Film series. It's not a ""labor film"" in the traditional sense of that genre. It is a labor film because it demonstrates the harmful effects of unsatisfying work (Mahmut) and unemployment (Yusuf).<br /><br />This is a quiet, absorbing, dark film. Although it doesn't make for happy viewing, I walked out of the<br /><br />theater realizing that I had seen a truly creative and<br /><br />important movie. This film is worth finding and seeing!",positive
"I saw the premier of this movie during the 2005 Phoenix Film Festival and was very impressed with the skill Director, Jeff Hare, exhibited in bringing this timely topic to the screen. The cast of characters meshed perfectly and allowed us to examine the issue of a senior wishing to die on ""his own terms"" in a very warm and humorous way. Peter Falk was brilliant as Morris and the supporting group of family members and friends were perfectly cast in their roles. The interaction of the family, friends and outsiders with Morris created a realistic view of how families address the issue of their parents aging and their wishes to die with dignity.<br /><br />Although this movie is ostensibly a movie about a Jewish Actor and his family, it is truly a movie about all families. The jokes the family and Morris crack during this romp through the life of a ""Force of Nature"" are fresh and realistic. Childhood rivalries, adult successes and failures, and hope for the children are integral to this screenplay. While many will question how you can make the topic of suicide ""humorous"", I thought the treatment logical and timely. If you are not afraid to shed a few tears or laugh at the quips of a family struggling with this issue, then you MUST SEE THIS MOVIE.<br /><br />The movie was awarded ""Best Picture"" at the Phoenix Film Festival.",positive
"First things first, this movie is achingly beautiful. A someone who works on 3D CG films as a lighter/compositor, the visuals blew me away. Every second I was stunned by what was on screen As for the story, well, it's okay. It's not going to set the world on fire, but if you like your futuristic Blade Runner-esquire tales (and who doesn't?) then you will be fine.<br /><br />I do have to say that I felt the voice acting was particularly bland and detracted from the movie as a whole. I saw it at the cinema in English, but I am hoping that there is a French version floating around somewhere.<br /><br />Definitely worth seeing.",positive
"I suppose if you like pure action... you'll find it here. I suppose if you find a gorgeous blonde designed to be screwed... find it here. I suppose if you want to find a couple of extra baddies, headed by 1-2 extra, EXTRA baddy bosses who meat a nasty end... you'll find it here.<br /><br />Overall, routine stuff, and the good guys come out on top big time under extra-ordinary circumstances.<br /><br />What I marvel most at... How the good guys armed only with pistols, can kill dozens of bad guys with machine guns who are shooting at them at point blank range... and missing. The goodies even get time to reload their pistols amid the hail of machine guns bullets.<br /><br />Ho-hum!!!",negative
"Now we know where they got the idea of Snakes on a Plane. To put it bluntly, do not pay to see this movie. If you really want to waste 90 minutes of your life, then either catch it on cable, or get it as a free pick from NetFlix or Blockbuster. Do not pay to rent this. If you do pay to rent this, then you are one stupid individual. The acting was awful, the plot was awful, everything was awful except for the snakes. Whether they were real or CGI generated, they did look pretty good. But that being said, still this movie has to be one of the worst movies I have ever seen. Even the nude dancing scene was pretty bad that I actually fast forwarded through that. Don't sat I did not warn you.",negative
"This movie was a dismal attempt at recreating a crucial time in English history. The film version of Cromwell's growing involvement in the War is marginally accurate but the overall historical accuracy of this movie was way off. This film implies that the war was started over religious differences but the Civil War was in no way Catholic versus Protestant: both sides were Protestant. Cromwell was never present at the battle of Edgehill, nor did he ever ""save the day"". The royalists did not win, the battle ended in a draw.<br /><br />As another reviewer has noted, Cromwell was certainly not one of the ""Five Members"" who were to be removed from the House and arrested. <br /><br />Overall, this movie was decent. The producers tried WAY to hard and it didn't turn out so great. <br /><br />definitely could have been better.",negative
